Metagenome	bin	contig_id	max_score	max_score_group	length	hallmark	viral	cellular	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
B2	bin.unbinned	NODE_9269_length_11022_cov_3.207441||full	0.987	dsDNAphage	11020	0	16	0	11020	No	NA	25	1	0	Low-quality	Genome-fragment	8.09	HMM-based (lower-bound)	0	1	NA
B1	bin.001	NODE_1008_length_11021_cov_4.500274||full	0.913	dsDNAphage	11019	0	20	0	11019	No	NA	20	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_10788_length_11022_cov_3.679949||full	1	dsDNAphage	11015	3	75	0	11015	No	NA	12	4	0	Low-quality	Genome-fragment	4.77	HMM-based (lower-bound)	0	1	NA
C2	bin.047	NODE_10712_length_11075_cov_12.372232||full	0.98	dsDNAphage	11014	0	9.4	3.1	11014	No	NA	32	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_10795_length_11015_cov_5.099909||full	0.827	dsDNAphage	11014	0	21.4	0	11014	No	NA	14	2	0	Low-quality	Genome-fragment	27.92	AAI-based (high-confidence)	0	1.01	NA
A1	bin.unbinned	NODE_5816_length_11051_cov_5.007366||full	0.98	dsDNAphage	11013	0	11.5	0	11013	No	NA	26	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.118	NODE_9064_length_11202_cov_4.491612||full	0.967	dsDNAphage	11012	1	31.2	6.2	11012	No	NA	16	1	2	Low-quality	Genome-fragment	7.58	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_10803_length_11010_cov_19.092378||full	0.833	dsDNAphage	11008	0	41.2	5.9	11008	No	NA	21	1	2	Low-quality	Genome-fragment	4.47	HMM-based (lower-bound)	0	1	NA
C1	bin.006	NODE_1024_length_11112_cov_4.420548||full	0.847	dsDNAphage	11005	1	38.5	0	11005	No	NA	13	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_9319_length_12185_cov_8.035779||full	0.947	dsDNAphage	11005	0	11.5	0	11005	No	NA	26	2	0	Low-quality	Genome-fragment	8.73	HMM-based (lower-bound)	0	1	NA
C2	bin.047	NODE_10792_length_11018_cov_3.480434||full	1	dsDNAphage	11001	1	53.8	0	11001	No	NA	13	3	0	Low-quality	Genome-fragment	17.12	AAI-based (medium-confidence)	0	1	NA
A3	bin.ubinned	NODE_5892_length_11408_cov_4.842949||full	0.987	dsDNAphage	10998	2	26.7	0	10998	No	NA	15	1	0	Low-quality	Genome-fragment	21.95	AAI-based (medium-confidence)	0	1	NA
B2	bin.094	NODE_9300_length_10998_cov_4.120442||full	0.78	dsDNAphage	10998	0	33.3	5.6	10998	No	NA	17	1	1	Low-quality	Genome-fragment	7.11	AAI-based (medium-confidence)	0	1	NA
A1	bin.unbinned	NODE_5698_length_11190_cov_4.317288||full	1	dsDNAphage	10996	2	30.8	0	10996	No	NA	13	2	0	Low-quality	Genome-fragment	14.42	HMM-based (lower-bound)	0	1	NA
C2	bin.047	NODE_10832_length_10996_cov_4.769674||full	0.68	dsDNAphage	10992	2	25	37.5	10992	No	NA	8	0	4	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.070	NODE_6181_length_11119_cov_3.742860||full	0.767	dsDNAphage	10988	0	25	0	10988	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_6273_length_11022_cov_12.394638||full	0.887	dsDNAphage	10987	0	15.8	0	10987	No	NA	19	1	0	Low-quality	Genome-fragment	22.86	AAI-based (high-confidence)	0	1	NA
A3	bin.ubinned	NODE_6323_length_10987_cov_4.613520||full	1	dsDNAphage	10985	2	76.9	0	10985	No	NA	13	9	0	Low-quality	Genome-fragment	24.21	AAI-based (medium-confidence)	0	1	NA
B1	bin.unbinned	NODE_1018_length_10981_cov_5.198609||full	0.993	dsDNAphage	10977	3	43.8	0	10977	No	NA	16	5	0	Low-quality	Genome-fragment	22.33	AAI-based (high-confidence)	0	1	NA
A3	bin.ubinned	NODE_6339_length_10972_cov_7.543190||full	0.993	dsDNAphage	10970	1	60	0	10970	No	NA	10	3	0	Low-quality	Genome-fragment	20.31	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_9330_length_10972_cov_4.627553||full	0.74	dsDNAphage	10970	0	20	5	10970	No	NA	19	0	0	Low-quality	Genome-fragment	8.91	AAI-based (medium-confidence)	0	1	no viral genes detected
A3	bin.070	NODE_6343_length_10970_cov_3.671095||full	1	dsDNAphage	10966	3	36.4	0	10966	No	NA	22	3	1	Low-quality	Genome-fragment	6.62	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_9334_length_10968_cov_4.639879||full	0.967	dsDNAphage	10965	0	30	0	10965	No	NA	20	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_8853_length_11402_cov_3.424341||full	0.873	dsDNAphage	10964	0	27.3	4.5	10964	No	NA	22	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B1	bin.001	NODE_1021_length_10956_cov_3.987983||full	0.9	dsDNAphage	10955	2	33.3	22.2	10955	No	NA	9	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_10662_length_11109_cov_3.054912||full	0.993	dsDNAphage	10955	4	81.8	0	10955	No	NA	11	7	1	Low-quality	Genome-fragment	12.07	AAI-based (high-confidence)	0	1	NA
B2	bin.unbinned	NODE_9348_length_10958_cov_5.326149||full	0.987	dsDNAphage	10954	1	13	0	10954	No	NA	23	1	0	Low-quality	Genome-fragment	7.41	HMM-based (lower-bound)	0	1	NA
C2	bin.047	NODE_10892_length_10955_cov_3.539358||full	0.807	dsDNAphage	10953	0	29.4	0	10953	No	NA	17	3	1	Low-quality	Genome-fragment	21.91	AAI-based (medium-confidence)	0	1	NA
A1	bin.unbinned	NODE_5895_length_10952_cov_5.389649||full	0.9	dsDNAphage	10951	2	30.8	7.7	10951	No	NA	13	2	0	Low-quality	Genome-fragment	12.37	AAI-based (high-confidence)	0	1	NA
C2	bin.047	NODE_10787_length_11022_cov_3.743686||full	1	dsDNAphage	10949	3	23.5	0	10949	No	NA	17	5	1	Low-quality	Genome-fragment	21.28	AAI-based (medium-confidence)	0	1	NA
B1	bin.001	NODE_991_length_11071_cov_4.848493||full	0.66	dsDNAphage	10933	2	16.7	16.7	10933	No	NA	12	0	4	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_5998_length_11286_cov_9.138367||full	1	dsDNAphage	10930	1	15.4	0	10930	No	NA	29	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.020	NODE_6167_length_11133_cov_3.917404||full	1	dsDNAphage	10927	2	50	0	10927	No	NA	14	5	0	Low-quality	Genome-fragment	21.05	AAI-based (medium-confidence)	0	1	NA
A1	bin.unbinned	NODE_5884_length_10962_cov_5.622261||full	0.993	dsDNAphage	10921	1	33.3	0	10921	No	NA	12	0	0	Low-quality	Genome-fragment	29.3	AAI-based (medium-confidence)	0	1	no viral genes detected
B2	bin.unbinned	NODE_9406_length_10922_cov_4.434343||full	0.78	dsDNAphage	10921	0	10	0	10921	No	NA	10	0	0	Low-quality	Genome-fragment	12.69	AAI-based (medium-confidence)	0	1	no viral genes detected
B2	bin.unbinned	NODE_9407_length_10921_cov_5.122032||full	0.92	dsDNAphage	10920	0	63.6	0	10920	No	NA	11	2	0	Low-quality	Genome-fragment	13.24	AAI-based (medium-confidence)	0	1	NA
B2	bin.093	NODE_7657_length_12601_cov_3.898294||full	0.92	dsDNAphage	10917	0	28.6	4.8	10917	Yes	8362	22	2	2	Low-quality	Genome-fragment	3.42	HMM-based (lower-bound)	23.4	1	NA
B2	bin.unbinned	NODE_9412_length_10919_cov_3.481499||full	0.987	dsDNAphage	10916	0	5.3	0	10916	No	NA	19	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.070	NODE_6396_length_10918_cov_3.471969||full	0.893	dsDNAphage	10914	2	25	25	10914	No	NA	12	1	2	Low-quality	Genome-fragment	5.68	HMM-based (lower-bound)	0	1	NA
B2	bin.042	NODE_9379_length_10937_cov_3.003676||full	0.987	dsDNAphage	10911	1	20	0	10911	No	NA	20	1	0	Low-quality	Genome-fragment	8.16	AAI-based (medium-confidence)	0	1	NA
C2	bin.047	NODE_10946_length_10913_cov_5.330263||full	0.98	dsDNAphage	10911	0	37	3.7	10911	No	NA	27	4	0	Low-quality	Genome-fragment	24.26	AAI-based (high-confidence)	0	1	NA
B2	bin.unbinned	NODE_9426_length_10909_cov_3.537037||full	0.913	dsDNAphage	10909	1	25	12.5	10909	No	NA	16	1	0	Low-quality	Genome-fragment	18.67	AAI-based (medium-confidence)	0	1	NA
A1	bin.unbinned	NODE_4898_length_12308_cov_7.065209||full	0.973	dsDNAphage	10906	0	4.3	0	10906	No	NA	22	1	0	Low-quality	Genome-fragment	25.95	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_6334_length_10975_cov_3.559799||full	0.94	dsDNAphage	10906	0	25	5	10906	No	NA	20	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_9409_length_10920_cov_4.267004||full	0.993	dsDNAphage	10906	3	22.2	0	10906	No	NA	18	6	0	Low-quality	Genome-fragment	22.48	AAI-based (high-confidence)	0	1	NA
B1	bin.unbinned	NODE_701_length_13193_cov_4.518496||full	0.733	dsDNAphage	10905	0	2.9	0	10905	No	NA	33	1	0	Low-quality	Genome-fragment	6.96	HMM-based (lower-bound)	0	1	NA
C1	bin.unbinned	NODE_1050_length_10905_cov_3.845806||full	1	dsDNAphage	10902	12	93.8	0	10902	No	NA	16	15	0	Low-quality	Genome-fragment	16.29	AAI-based (high-confidence)	0	1	NA
A1	bin.023	NODE_5950_length_10899_cov_3.372648||full	0.9	dsDNAphage	10895	0	15.4	0	10895	No	NA	13	1	0	Low-quality	Genome-fragment	23.71	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_9449_length_10893_cov_9.227440||full	0.893	dsDNAphage	10891	0	18.2	4.5	10891	No	NA	22	1	0	Low-quality	Genome-fragment	16.56	HMM-based (lower-bound)	0	1	NA
A1	bin.unbinned	NODE_4626_length_12734_cov_4.391514||full	0.833	dsDNAphage	10889	0	19	9.5	10889	No	NA	18	2	1	Low-quality	Genome-fragment	8.32	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_8927_length_11346_cov_3.036401||full	1	dsDNAphage	10887	1	52.9	0	10887	No	NA	17	5	0	Low-quality	Genome-fragment	26.59	AAI-based (medium-confidence)	0	1	NA
A3	bin.098	NODE_6431_length_10887_cov_5.082256||full	0.947	dsDNAphage	10886	2	13	0	10886	No	NA	23	2	0	Low-quality	Genome-fragment	22.94	AAI-based (medium-confidence)	0	1	NA
C2	bin.118	NODE_10991_length_10887_cov_4.582903||full	1	dsDNAphage	10885	0	38.9	0	10885	No	NA	18	3	1	Low-quality	Genome-fragment	4.87	HMM-based (lower-bound)	0	1	NA
B2	bin.042	NODE_9434_length_10905_cov_4.751429||full	0.993	dsDNAphage	10884	2	24.1	3.4	10884	No	NA	29	3	1	Low-quality	Genome-fragment	18.87	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_9191_length_11084_cov_5.377097||full	0.993	dsDNAphage	10882	5	83.3	0	10882	No	NA	12	8	0	Low-quality	Genome-fragment	28.45	AAI-based (medium-confidence)	0	1	NA
A1	bin.unbinned	NODE_5764_length_11118_cov_4.547410||full	0.927	dsDNAphage	10879	0	11.5	0	10879	No	NA	26	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.042	NODE_9365_length_10944_cov_5.362384||full	1	dsDNAphage	10879	6	87.5	0	10879	No	NA	16	13	0	Low-quality	Genome-fragment	21.78	AAI-based (medium-confidence)	0	1	NA
B2	bin.074	NODE_1368_length_38059_cov_8.462636||0_partial	0.92	dsDNAphage	10878	1	15.4	7.7	10878	No	NA	13	1	1	Low-quality	Genome-fragment	21.12	AAI-based (medium-confidence)	0	1	NA
B2	bin.155	NODE_9401_length_10923_cov_4.387928||full	0.96	dsDNAphage	10877	2	30.8	7.7	10877	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_9471_length_10876_cov_3.080769||full	0.94	dsDNAphage	10875	0	26.1	0	10875	No	NA	23	1	1	Low-quality	Genome-fragment	16.32	HMM-based (lower-bound)	0	1	NA
B1	bin.unbinned	NODE_1045_length_10876_cov_3.257740||full	0.953	dsDNAphage	10874	0	35	0	10874	No	NA	20	2	0	Low-quality	Genome-fragment	6.5	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_5922_length_11366_cov_4.207320||full	0.98	dsDNAphage	10871	1	43.8	6.2	10871	No	NA	16	4	0	Low-quality	Genome-fragment	22.9	AAI-based (medium-confidence)	0	1	NA
B1	bin.unbinned	NODE_1048_length_10867_cov_4.109138||full	0.92	dsDNAphage	10866	0	31.2	6.2	10866	No	NA	16	1	3	Low-quality	Genome-fragment	15.15	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_10804_length_11010_cov_3.434231||full	0.867	dsDNAphage	10866	0	10	0	10866	No	NA	20	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_10916_length_10941_cov_5.716149||full	0.747	dsDNAphage	10857	0	19	4.8	10857	No	NA	21	3	1	Low-quality	Genome-fragment	7.17	HMM-based (lower-bound)	0	1	NA
A1	bin.028	NODE_5987_length_10856_cov_4.240441||full	0.64	dsDNAphage	10854	1	45.5	36.4	10854	No	NA	11	0	6	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_11042_length_10845_cov_4.363299||full	1	dsDNAphage	10841	5	60	0	10841	No	NA	15	5	0	Low-quality	Genome-fragment	20.06	AAI-based (high-confidence)	0	1	NA
B2	bin.unbinned	NODE_9478_length_10873_cov_4.833518||full	0.747	dsDNAphage	10837	1	42.9	0	10837	Yes	9500	7	2	1	Low-quality	Genome-fragment	7.42	HMM-based (lower-bound)	12.34	1	NA
B2	bin.unbinned	NODE_9518_length_10838_cov_3.570991||full	0.993	dsDNAphage	10836	1	35.3	0	10836	No	NA	17	1	4	Low-quality	Genome-fragment	10.01	HMM-based (lower-bound)	0	1	NA
A3	bin.070	NODE_6487_length_10838_cov_3.796810||full	1	dsDNAphage	10835	1	23.8	4.8	10835	No	NA	21	5	0	Low-quality	Genome-fragment	14.67	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_8647_length_11551_cov_10.435891||full	0.8	dsDNAphage	10833	0	25	0	10833	No	NA	16	1	0	Low-quality	Genome-fragment	14.23	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_9528_length_10833_cov_4.491928||full	0.947	dsDNAphage	10832	0	13.3	0	10832	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A1	bin.068	NODE_6003_length_10827_cov_4.446714||full	1	dsDNAphage	10826	2	26.3	0	10826	No	NA	19	5	0	Low-quality	Genome-fragment	10.89	HMM-based (lower-bound)	0	1	NA
B1	bin.unbinned	NODE_1060_length_10824_cov_9.255641||full	0.96	dsDNAphage	10823	0	7.3	0	10823	No	NA	41	5	0	Low-quality	Genome-fragment	13.6	HMM-based (lower-bound)	0	1	NA
B2	bin.042	NODE_9271_length_11021_cov_3.920481||full	0.967	dsDNAphage	10823	2	13.3	6.7	10823	No	NA	15	2	1	Low-quality	Genome-fragment	17.8	AAI-based (medium-confidence)	0	1	NA
A1	bin.unbinned	NODE_6012_length_10820_cov_4.176126||full	0.753	dsDNAphage	10820	0	15	0	10820	No	NA	20	2	0	Low-quality	Genome-fragment	11.19	HMM-based (lower-bound)	0	1	NA
B2	bin.042	NODE_9546_length_10821_cov_3.197474||full	0.733	dsDNAphage	10819	1	27.3	0	10819	No	NA	11	0	8	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_11078_length_10822_cov_3.701310||full	0.813	dsDNAphage	10818	0	23.5	5.9	10818	No	NA	17	2	0	Low-quality	Genome-fragment	5.48	HMM-based (lower-bound)	0	1	NA
C2	bin.047	NODE_11082_length_10819_cov_3.964883||full	0.687	dsDNAphage	10816	1	25	12.5	10816	Yes	7774	8	2	3	Low-quality	Genome-fragment	9.15	HMM-based (lower-bound)	28.12	1	NA
A3	bin.ubinned	NODE_6068_length_11214_cov_4.542701||full	0.933	dsDNAphage	10806	1	10	6.7	10806	No	NA	30	2	0	Low-quality	Genome-fragment	12.11	AAI-based (high-confidence)	0	1	NA
C2	bin.unbinned	NODE_11097_length_10808_cov_3.967637||full	0.927	dsDNAphage	10805	3	42.9	28.6	10805	No	NA	7	0	4	Not-determined	Genome-fragment	NA	NA	0	1.01	no viral genes detected
C2	bin.unbinned	NODE_10402_length_11298_cov_7.089567||full	0.927	dsDNAphage	10803	0	4.8	0	10803	No	NA	21	1	0	Low-quality	Genome-fragment	6.43	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_11099_length_10806_cov_13.279602||full	0.687	dsDNAphage	10802	0	14.3	0	10802	No	NA	21	2	0	Low-quality	Genome-fragment	8.7	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_9566_length_10802_cov_3.758909||full	0.887	dsDNAphage	10801	0	26.7	0	10801	No	NA	15	1	0	Low-quality	Genome-fragment	5.8	HMM-based (lower-bound)	0	1	NA
C2	bin.047	NODE_11124_length_10797_cov_3.520015||full	0.993	dsDNAphage	10797	2	50	0	10797	No	NA	14	7	0	Low-quality	Genome-fragment	11.67	AAI-based (high-confidence)	0	1	NA
C2	bin.007	NODE_11121_length_10798_cov_5.142232||full	0.92	dsDNAphage	10796	0	11.1	3.7	10796	No	NA	27	1	1	Low-quality	Genome-fragment	3.05	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_5910_length_11378_cov_3.957167||full	0.92	dsDNAphage	10793	0	9.5	0	10793	No	NA	18	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.100	NODE_6186_length_11115_cov_8.052260||full	0.607	dsDNAphage	10786	0	13.3	0	10786	No	NA	15	0	1	Not-determined	Genome-fragment	NA	NA	0	1.59	no viral genes detected; high kmer_freq may indicate large duplication
A1	bin.unbinned	NODE_5338_length_11657_cov_7.282537||full	0.973	dsDNAphage	10779	0	19.2	3.8	10779	No	NA	27	1	0	Low-quality	Genome-fragment	16.48	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_9516_length_10843_cov_4.469503||full	1	dsDNAphage	10775	1	14.3	0	10775	No	NA	23	1	0	Low-quality	Genome-fragment	4.36	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_11164_length_10773_cov_3.456055||full	0.847	dsDNAphage	10770	0	29.4	0	10770	No	NA	17	4	0	Low-quality	Genome-fragment	11.23	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_11169_length_10771_cov_3.959873||full	1	dsDNAphage	10767	2	26.7	0	10767	No	NA	14	1	0	Low-quality	Genome-fragment	14.13	HMM-based (lower-bound)	0	1	NA
A3	bin.098	NODE_6546_length_10766_cov_7.834469||full	0.96	dsDNAphage	10764	1	30.8	7.7	10764	No	NA	13	3	0	Low-quality	Genome-fragment	21	AAI-based (medium-confidence)	0	1	NA
C2	bin.unbinned	NODE_11173_length_10765_cov_4.169655||full	0.98	dsDNAphage	10764	2	22.2	0	10764	No	NA	9	2	0	Low-quality	Genome-fragment	8.44	HMM-based (lower-bound)	0	1	NA
A1	bin.023	NODE_5898_length_10947_cov_3.068215||full	0.62	dsDNAphage	10762	0	18.8	0	10762	No	NA	16	1	1	Low-quality	Genome-fragment	9.31	AAI-based (medium-confidence)	0	1	NA
C2	bin.047	NODE_11176_length_10761_cov_7.393611||full	0.98	dsDNAphage	10760	4	75	8.3	10760	No	NA	12	8	0	Low-quality	Genome-fragment	24.05	AAI-based (high-confidence)	0	1	NA
C2	bin.unbinned	NODE_11003_length_10878_cov_4.191259||full	0.973	dsDNAphage	10759	1	15	5	10759	No	NA	20	3	1	Low-quality	Genome-fragment	11.33	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_11186_length_10756_cov_8.195029||full	1	dsDNAphage	10754	1	27.3	0	10754	No	NA	11	2	0	Low-quality	Genome-fragment	4.99	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_9622_length_10757_cov_3.563540||full	0.993	dsDNAphage	10753	1	33.3	0	10753	No	NA	18	4	0	Low-quality	Genome-fragment	14.89	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_9627_length_10753_cov_4.232941||full	0.993	dsDNAphage	10751	1	17.6	0	10751	No	NA	17	1	0	Low-quality	Genome-fragment	15.94	HMM-based (lower-bound)	0	1	NA
A1	bin.unbinned	NODE_6072_length_10741_cov_4.883305||full	1	dsDNAphage	10740	1	14.3	0	10740	No	NA	14	2	0	Low-quality	Genome-fragment	13.85	HMM-based (lower-bound)	0	1	NA
A1	bin.unbinned	NODE_5985_length_10857_cov_3.477134||full	1	dsDNAphage	10739	3	42.1	0	10739	No	NA	19	5	0	Low-quality	Genome-fragment	5.72	AAI-based (medium-confidence)	0	1	NA
A1	bin.unbinned	NODE_6034_length_10778_cov_4.613914||full	1	dsDNAphage	10739	4	42.9	0	10739	No	NA	14	6	0	Low-quality	Genome-fragment	14.05	HMM-based (lower-bound)	0	1	NA
B1	bin.unbinned	NODE_1078_length_10741_cov_4.598072||full	0.933	dsDNAphage	10739	2	23.1	0	10739	No	NA	13	3	0	Low-quality	Genome-fragment	13.53	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_9648_length_10734_cov_4.039798||full	0.98	dsDNAphage	10731	1	45.5	0	10731	No	NA	12	1	0	Low-quality	Genome-fragment	6.61	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_9579_length_10791_cov_4.376956||full	0.953	dsDNAphage	10730	1	33.3	8.3	10730	No	NA	12	1	0	Low-quality	Genome-fragment	25.33	AAI-based (medium-confidence)	0	1	NA
A3	bin.099	NODE_6584_length_10729_cov_3.676129||full	1	dsDNAphage	10729	1	20	0	10729	No	NA	15	1	0	Low-quality	Genome-fragment	4.39	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_9653_length_10730_cov_4.221546||full	0.613	dsDNAphage	10729	0	13.6	4.5	10729	No	NA	23	1	1	Low-quality	Genome-fragment	16.4	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_10545_length_11192_cov_3.342282||full	0.62	dsDNAphage	10728	0	20	0	10728	No	NA	10	2	0	Low-quality	Genome-fragment	10.82	AAI-based (medium-confidence)	0	1	NA
C2	bin.unbinned	NODE_11127_length_10793_cov_4.039952||full	0.9	dsDNAphage	10727	0	58.3	0	10727	No	NA	12	2	0	Low-quality	Genome-fragment	6.33	HMM-based (lower-bound)	0	1	NA
B2	bin.042	NODE_9662_length_10725_cov_3.601500||full	0.967	dsDNAphage	10725	1	6.7	3.3	10725	No	NA	30	2	0	Low-quality	Genome-fragment	8.24	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_10672_length_11102_cov_3.522676||full	0.847	dsDNAphage	10722	0	50	6.2	10722	No	NA	16	5	0	Low-quality	Genome-fragment	10.34	HMM-based (lower-bound)	0	1	NA
B1	bin.unbinned	NODE_1083_length_10717_cov_5.192084||full	0.747	dsDNAphage	10715	0	29.4	5.9	10715	No	NA	17	1	1	Low-quality	Genome-fragment	5.81	HMM-based (lower-bound)	0	1	NA
C2	bin.047	NODE_11052_length_10840_cov_3.363839||full	0.94	dsDNAphage	10714	0	24.1	3.4	10714	No	NA	29	6	0	Low-quality	Genome-fragment	17.6	AAI-based (medium-confidence)	0	1	NA
A3	bin.ubinned	NODE_6597_length_10713_cov_3.913774||full	1	dsDNAphage	10712	3	47.4	0	10712	No	NA	19	5	0	Low-quality	Genome-fragment	12.04	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_9674_length_10714_cov_3.223192||full	0.927	dsDNAphage	10712	1	11.1	5.6	10712	No	NA	18	1	0	Low-quality	Genome-fragment	8.81	HMM-based (lower-bound)	0	1	NA
C2	bin.047	NODE_11232_length_10714_cov_10.381086||full	0.84	dsDNAphage	10712	0	22.2	0	10712	No	NA	17	1	1	Low-quality	Genome-fragment	6.56	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_6605_length_10706_cov_4.405032||full	0.973	dsDNAphage	10705	1	13.3	0	10705	No	NA	15	2	0	Low-quality	Genome-fragment	24.69	AAI-based (medium-confidence)	0	1	NA
A1	bin.023	NODE_6104_length_10705_cov_4.187700||full	0.967	dsDNAphage	10703	2	21.1	10.5	10703	Yes	8208	19	3	2	Low-quality	Genome-fragment	9.18	HMM-based (lower-bound)	23.31	1	NA
C1	bin.018	NODE_1041_length_10949_cov_3.514503||full	0.84	dsDNAphage	10703	1	21.4	14.3	10703	No	NA	14	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_10912_length_10942_cov_10.624966||full	0.98	dsDNAphage	10700	1	33.3	0	10700	No	NA	15	2	0	Low-quality	Genome-fragment	22.89	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_9553_length_10813_cov_3.384644||full	0.98	dsDNAphage	10689	0	26.3	5.3	10689	No	NA	19	2	0	Low-quality	Genome-fragment	9.29	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_9715_length_10687_cov_4.982976||full	0.9	dsDNAphage	10683	0	33.3	0	10683	No	NA	16	3	0	Low-quality	Genome-fragment	21.21	AAI-based (high-confidence)	0	1	NA
A3	bin.070	NODE_6631_length_10683_cov_4.630504||full	0.913	dsDNAphage	10680	0	46.7	0	10680	No	NA	15	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A1	bin.unbinned	NODE_6120_length_10679_cov_3.818336||full	0.993	dsDNAphage	10678	1	64.3	0	10678	No	NA	14	6	1	Low-quality	Genome-fragment	2.93	AAI-based (medium-confidence)	0	1	NA
A3	bin.098	NODE_6649_length_10672_cov_5.740793||full	1	dsDNAphage	10671	3	57.1	0	10671	Yes	6094	14	3	3	Low-quality	Genome-fragment	8.68	AAI-based (medium-confidence)	42.89	1	NA
B1	bin.unbinned	NODE_1064_length_10800_cov_6.279479||full	0.987	dsDNAphage	10670	0	4	0	10670	No	NA	25	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_9683_length_10705_cov_7.304413||full	1	dsDNAphage	10669	2	66.7	8.3	10669	No	NA	12	3	0	Low-quality	Genome-fragment	13.76	AAI-based (medium-confidence)	0	1	NA
