seqname	dsDNAphage	NCLDV	ssDNA	lavidaviridae	max_score	max_score_group	length	hallmark	viral	cellular
Contig122358970||full	0.833	0.493	0.88	0.833	0.88	ssDNA	6550	0	55.6	0
Contig148534654||full	0.907	0.767	0.047	0.047	0.907	dsDNAphage	6550	0	8.3	0
Contig150825432||full	0.913	0.347	0.08	0.373	0.913	dsDNAphage	6550	1	44.4	0
Contig90734128||full	0.807	0.14	0.02	0.073	0.807	dsDNAphage	6549	0	30	10
Contig32931243||full	0.5	0.74	0.447	0.633	0.74	NCLDV	6548	0	50	0
Contig82973242||full	0.86	0.34	0.14	0.253	0.86	dsDNAphage	6548	0	14.3	0
Contig83219984||full	0.187	0.993	0.053	0.9	0.993	NCLDV	6548	0	33.3	0
Contig95604698||full	0.753	0.933	0.52	1	1	lavidaviridae	6548	0	22.2	0
Contig146011069||full	0.94	0.513	0.427	0.1	0.94	dsDNAphage	6548	0	28.6	0
Contig54437145||full	1	0.64	0.867	0.62	1	dsDNAphage	6547	3	50	0
Contig88433112||full	0.193	0.553	0.013	0.36	0.553	NCLDV	6546	0	33.3	0
Contig83507274||full	0.987	0.967	0.66	0.967	0.987	dsDNAphage	6545	1	30	0
Contig103299128||full	0.687	0.673	0.707	0.693	0.707	ssDNA	6545	0	50	0
Contig44423809||full	0.953	0.287	0.313	0.56	0.953	dsDNAphage	6544	0	40	0
Contig68369707||full	0.993	0.253	0.24	0.093	0.993	dsDNAphage	6544	0	17.6	0
Contig110727891||full	0.487	0.727	0.033	0.913	0.913	lavidaviridae	6544	0	25	0
Contig122622136||full	0.9	0.187	0.08	0.02	0.9	dsDNAphage	6544	0	6.2	0
Contig136171460||full	0.267	0.733	0.107	0.207	0.733	NCLDV	6544	0	40	0
Contig60495663||full	0.887	0.047	0.067	0.067	0.887	dsDNAphage	6543	0	5.6	0
Contig105941626||full	0.893	0.98	0.593	0.893	0.98	NCLDV	6543	0	80	0
Contig82927203||full	0.067	0.513	0	0	0.513	NCLDV	6541	0	16.7	0
Contig130795616||full	0.827	0.68	0.1	0.1	0.827	dsDNAphage	6540	0	50	0
Contig155191171||full	0.493	0.693	0.04	0.447	0.693	NCLDV	6540	0	33.3	0
Contig65095809||full	0.973	0.787	0.133	0.067	0.973	dsDNAphage	6539	0	18.2	0
Contig2642389||full	0.92	0.24	0.413	0.553	0.92	dsDNAphage	6538	0	41.7	0
Contig55539441||full	0.553	0.653	0.293	1	1	lavidaviridae	6538	0	28.6	0
Contig117064517||full	0.98	0.42	0.567	0.327	0.98	dsDNAphage	6538	1	40	0
Contig144246870||full	0.913	0.5	0.14	0.107	0.913	dsDNAphage	6538	0	27.3	0
Contig44418182||full	0.987	0.233	0.353	0.06	0.987	dsDNAphage	6537	0	28.6	0
Contig144554646||full	0.453	0.733	0.093	0.4	0.733	NCLDV	6537	0	28.6	0
Contig104540208||full	1	0.313	0.647	0.787	1	dsDNAphage	6536	1	83.3	0
Contig75421908||full	0.213	0.693	0.013	0.007	0.693	NCLDV	6535	0	42.9	14.3
Contig86990433||full	0.247	0.5	0.013	0	0.5	NCLDV	6534	0	14.3	0
Contig124665421||full	0.64	0.813	0.093	0.973	0.973	lavidaviridae	6534	0	37.5	0
Contig131868009||full	0.847	0.407	0.02	0.04	0.847	dsDNAphage	6534	0	17.6	5.9
Contig65039274||full	0.933	0.267	0.053	0.033	0.933	dsDNAphage	6533	1	18.8	12.5
Contig80213708||full	0.993	0.113	0.333	0.053	0.993	dsDNAphage	6533	1	6.7	0
Contig145937329||full	0.567	0.507	0.007	0.02	0.567	dsDNAphage	6533	0	44.4	11.1
Contig155471503||full	0.987	0.28	0.54	0.647	0.987	dsDNAphage	6533	1	20	0
Contig20661499||full	0.093	0.673	0.007	0.107	0.673	NCLDV	6532	0	20	0
Contig50535836||full	1	0.213	0.667	0.487	1	dsDNAphage	6532	2	30	0
Contig18714873||full	0.5	0.393	0.087	0.247	0.5	dsDNAphage	6530	0	30	0
Contig43852686||full	0.98	0.433	0.38	0.347	0.98	dsDNAphage	6530	1	66.7	0
Contig100840267||full	0.447	0.293	0.413	0.627	0.627	lavidaviridae	6528	0	50	0
Contig120053297||full	0.68	0.327	0.153	0.52	0.68	dsDNAphage	6528	0	14.3	0
Contig41447938||full	0.827	0.78	0.087	0.087	0.827	dsDNAphage	6527	0	30	0
Contig27264451||full	0.867	0.193	0.66	0.107	0.867	dsDNAphage	6526	0	18.2	0
Contig97626540||full	0.187	0.5	0.007	0.06	0.5	NCLDV	6526	0	20	0
Contig149621404||full	0.527	0.5	0.04	0.18	0.527	dsDNAphage	6526	0	10	0
Contig18686161||full	0.653	0.993	0.127	0.9	0.993	NCLDV	6524	0	33.3	0
Contig81904950||full	0.767	0.047	0.007	0.047	0.767	dsDNAphage	6523	0	15.4	7.7
Contig66824007||full	0.027	0.553	0	0.087	0.553	NCLDV	6522	0	16.7	0
Contig44916891||full	0.967	0.033	0.293	0.02	0.967	dsDNAphage	6521	0	6.7	0
Contig83036363||full	0.053	0.947	0.007	0.093	0.947	NCLDV	6521	0	14.3	0
Contig77218402||full	0.02	0.74	0.007	0.013	0.74	NCLDV	6520	0	20	0
Contig9001194||full	0.98	0.3	0.213	0.253	0.98	dsDNAphage	6518	1	25	0
Contig9200344||full	0.52	0.333	0.127	0.22	0.52	dsDNAphage	6518	0	60	0
Contig10070234||full	0.6	0.847	0.047	0.833	0.847	NCLDV	6518	0	28.6	0
Contig121067997||full	0.893	0.253	0.007	0.093	0.893	dsDNAphage	6517	1	42.9	14.3
Contig81107441||full	0.093	0.92	0	0.547	0.92	NCLDV	6516	0	14.3	0
Contig127795882||full	0.887	0.053	0.033	0.113	0.887	dsDNAphage	6516	1	66.7	33.3
Contig105672452||full	0.88	0.167	0.307	0.193	0.88	dsDNAphage	6513	0	11.1	0
Contig119091073||full	0.913	0.333	0.713	0.84	0.913	dsDNAphage	6512	0	100	0
Contig140567951||full	0.967	0.887	0.707	0.827	0.967	dsDNAphage	6512	2	50	0
Contig58272246||full	0.027	0.62	0.007	0.02	0.62	NCLDV	6511	0	14.3	0
Contig109622981||full	0.827	0.687	0.113	0.367	0.827	dsDNAphage	6511	0	50	0
Contig120787352||full	1	0.227	0.62	0.507	1	dsDNAphage	6511	2	71.4	0
Contig48053859||full	0.933	0.307	0.067	0	0.933	dsDNAphage	6510	1	50	25
Contig59372419||full	0.107	0.627	0	0.113	0.627	NCLDV	6510	0	33.3	0
Contig106854868||full	0.58	0.18	0	0.64	0.64	lavidaviridae	6510	0	28.6	14.3
Contig120817002||full	0.047	0.62	0	0.007	0.62	NCLDV	6510	0	25	0
Contig34993381||full	0.72	0.333	0.28	0.633	0.72	dsDNAphage	6509	0	71.4	0
Contig99903737||full	1	0.3	0.787	0.34	1	dsDNAphage	6509	1	33.3	0
Contig105735787||full	0.08	0.74	0.027	0.473	0.74	NCLDV	6509	0	20	0
Contig146606850||full	0.867	0.127	0.62	0.7	0.867	dsDNAphage	6509	0	7.7	0
Contig118643850||full	0.587	0.573	0.12	0.34	0.587	dsDNAphage	6508	0	22.2	0
Contig63517055||full	0.813	0.26	0.12	0.033	0.813	dsDNAphage	6507	0	6.7	0
Contig39250347||full	0.96	0.52	0.313	0.367	0.96	dsDNAphage	6506	0	28.6	0
Contig82519207||full	0.74	0.433	0.287	0.673	0.74	dsDNAphage	6506	0	40	0
Contig132474941||full	0.967	0.193	0.147	0.607	0.967	dsDNAphage	6505	1	25	0
Contig123988565||full	1	0.313	0.42	0.867	1	dsDNAphage	6503	1	30	0
Contig21546597||full	0.327	0.567	0.307	0.733	0.733	lavidaviridae	6502	0	25	0
Contig73870700||full	0.993	0.733	0.247	0.433	0.993	dsDNAphage	6502	1	40	0
Contig54845411||full	0.207	0.587	0	0.053	0.587	NCLDV	6500	0	33.3	0
Contig143693734||full	0.567	0.613	0.113	0.267	0.613	NCLDV	6500	0	42.9	0
Contig147831684||full	0.067	0.747	0	0.087	0.747	NCLDV	6499	0	25	0
Contig2401189||full	0.2	0.787	0.02	0.547	0.787	NCLDV	6498	0	16.7	0
Contig85641022||full	0.687	0.72	0.147	0.12	0.72	NCLDV	6498	0	16.7	0
Contig113069831||full	0.22	0.94	0.007	0.087	0.94	NCLDV	6498	0	28.6	14.3
Contig116737320||full	0.253	0.52	0.107	0.42	0.52	NCLDV	6498	0	16.7	0
Contig120924693||full	0.993	0.84	0.327	0.253	0.993	dsDNAphage	6498	1	37.5	0
Contig153019130||full	0.233	0.547	0	0.267	0.547	NCLDV	6498	0	16.7	0
Contig64142744||full	1	0.427	0.587	0.4	1	dsDNAphage	6496	1	63.6	0
Contig83736931||full	0.953	0.22	0.94	0.86	0.953	dsDNAphage	6496	1	41.7	0
Contig99319332||full	0.84	0.247	0.18	0.68	0.84	dsDNAphage	6496	0	46.7	0
Contig136199478||full	0.667	0.14	0.013	0.247	0.667	dsDNAphage	6496	0	12.5	0
Contig145415182||full	0.653	0.067	0.1	0.04	0.653	dsDNAphage	6495	0	12.5	0
Contig77819822||full	0.853	0.393	0.04	0.127	0.853	dsDNAphage	6494	2	50	16.7
Contig86551576||full	1	0.267	0.607	0.553	1	dsDNAphage	6494	1	75	0
Contig84461129||full	0.2	0.547	0	0.213	0.547	NCLDV	6493	0	28.6	0
Contig88885063||full	0.98	0.22	0.087	0.233	0.98	dsDNAphage	6493	1	44.4	0
Contig139200971||full	0.873	0.9	0.62	0.96	0.96	lavidaviridae	6493	0	42.9	0
Contig59478790||full	0.82	0.313	0.513	0.94	0.94	lavidaviridae	6492	0	50	0
Contig67729211||full	0.613	0.847	0.193	1	1	lavidaviridae	6491	0	20	0
Contig120129828||full	0.84	0.927	0.687	0.86	0.927	NCLDV	6491	0	66.7	0
Contig146410575||full	1	0.22	0.253	0.847	1	dsDNAphage	6491	1	25	0
Contig151166069||full	0.153	0.693	0.053	0.293	0.693	NCLDV	6491	0	33.3	0
Contig152938594||full	0.993	0.453	0.1	0.053	0.993	dsDNAphage	6491	1	40	6.7
Contig154718483||full	0.853	0.153	0.213	0.233	0.853	dsDNAphage	6491	0	10	0
Contig104481434||full	0.927	0.047	0.013	0.227	0.927	dsDNAphage	6490	1	37.5	25
Contig138406101||full	1	0.153	0.713	0.773	1	dsDNAphage	6490	1	50	0
Contig145304446||full	1	0.133	0.727	0.273	1	dsDNAphage	6490	3	80	0
Contig16141536||full	0.953	0.087	0.007	0.067	0.953	dsDNAphage	6488	2	22.2	11.1
Contig32132490||full	0.8	0.04	0.027	0.08	0.8	dsDNAphage	6488	1	50	16.7
Contig75597232||full	0.48	0.347	0.227	0.607	0.607	lavidaviridae	6488	0	12.5	0
Contig116154843||full	0.547	0.627	0.1	0.36	0.627	NCLDV	6488	0	22.2	0
Contig81474503||full	0.033	0.673	0	0.167	0.673	NCLDV	6487	0	25	0
Contig84403656||full	0.993	0.153	0.62	0.367	0.993	dsDNAphage	6486	1	27.3	0
Contig88698768||full	0.767	0.887	0.013	0.8	0.887	NCLDV	6486	0	20	0
Contig66580775||full	0.04	0.527	0.007	0.007	0.527	NCLDV	6485	0	33.3	0
Contig125194347||full	0.747	0.187	0.747	0.533	0.747	dsDNAphage	6485	0	25	0
Contig80350979||full	0.96	0.28	0.68	0.38	0.96	dsDNAphage	6484	0	54.5	0
Contig125848628||full	0.393	0.567	0.06	0.533	0.567	NCLDV	6483	0	33.3	0
Contig68097516||full	0.487	1	0.08	0.987	1	NCLDV	6482	0	18.2	0
Contig77686356||full	0.133	0.653	0.007	0.173	0.653	NCLDV	6482	0	16.7	0
Contig93178079||full	1	0.153	0.8	0.333	1	dsDNAphage	6481	1	58.3	0
Contig81882584||full	0.953	0.5	0.233	0.58	0.953	dsDNAphage	6479	0	60	0
Contig123838544||full	0.1	0.673	0.007	0.1	0.673	NCLDV	6479	0	33.3	16.7
Contig136877237||full	1	0.653	0.367	0.4	1	dsDNAphage	6478	2	36.4	0
Contig129987327||full	0.14	0.553	0.027	0.127	0.553	NCLDV	6477	0	10	0
Contig136993533||full	0.52	0.233	0.253	0.76	0.76	lavidaviridae	6477	0	11.1	0
Contig145673379||full	0.907	0.007	0.06	0.033	0.907	dsDNAphage	6477	0	18.8	6.2
Contig31259552||full	0.813	0.08	0.113	0.007	0.813	dsDNAphage	6476	0	11.1	0
Contig79918052||full	1	0.107	0.273	0.167	1	dsDNAphage	6476	1	75	0
Contig130495868||full	0.02	0.513	0	0.047	0.513	NCLDV	6476	0	33.3	16.7
Contig135650331||full	0.993	0.473	0.6	0.573	0.993	dsDNAphage	6476	1	55.6	0
Contig46327031||full	0.06	0.613	0	0.007	0.613	NCLDV	6475	0	25	0
Contig149911099||full	0.96	0.24	0.573	0.12	0.96	dsDNAphage	6475	0	33.3	0
Contig81721135||full	0.92	0.327	0.193	0.987	0.987	lavidaviridae	6474	0	25	0
Contig36472869||full	0.947	0.053	0.087	0.287	0.947	dsDNAphage	6473	1	57.1	14.3
Contig144627874||full	0.407	0.52	0.067	0.767	0.767	lavidaviridae	6473	0	50	0
Contig155750493||full	0.147	0.507	0	0.067	0.507	NCLDV	6473	0	25	0
Contig24125766||full	1	0.3	0.2	0.58	1	dsDNAphage	6472	3	66.7	0
Contig114967532||full	1	0.66	0.733	0.673	1	dsDNAphage	6471	1	50	0
Contig121874386||full	0.293	0.893	0.2	0.98	0.98	lavidaviridae	6471	0	16.7	0
Contig156567356||full	0.953	0.2	0.033	0.133	0.953	dsDNAphage	6471	1	57.1	14.3
Contig129388265||full	0.973	0.48	0.147	0.333	0.973	dsDNAphage	6469	1	14.3	0
Contig107645249||full	0.227	0.5	0	0.033	0.5	NCLDV	6468	0	28.6	0
Contig135595810||full	0.767	0.967	0.453	0.96	0.967	NCLDV	6468	0	33.3	0
Contig136651562||full	1	0.433	0.413	0.493	1	dsDNAphage	6468	1	33.3	0
Contig138216712||full	1	0.527	0.393	0.653	1	dsDNAphage	6468	2	30	0
Contig152032420||full	0.813	0.273	0.193	0.233	0.813	dsDNAphage	6468	0	11.1	0
Contig8227003||full	0.973	0.08	0.127	0.053	0.973	dsDNAphage	6467	0	6.2	0
Contig129563495||full	0.2	0.053	0.007	0.64	0.64	lavidaviridae	6466	0	20	0
Contig85779200||full	0.987	0.393	0.5	0.687	0.987	dsDNAphage	6465	1	63.6	0
Contig119270705||full	0.573	0.253	0.087	0.08	0.573	dsDNAphage	6465	0	66.7	16.7
Contig113585279||full	0.087	0.573	0	0.113	0.573	NCLDV	6463	0	14.3	0
Contig43969621||full	0.213	0.6	0.007	0.08	0.6	NCLDV	6462	0	16.7	0
Contig146301363||full	0.987	0.66	0.213	0.313	0.987	dsDNAphage	6462	1	85.7	0
Contig152026247||full	0.813	0.247	0.22	0.007	0.813	dsDNAphage	6462	0	6.2	0
Contig58441022||full	0.947	0.18	0.553	0.507	0.947	dsDNAphage	6461	0	56.2	0
Contig65439638||full	0.887	0.193	0.26	0.133	0.887	dsDNAphage	6461	0	5.9	0
Contig126980109||full	0.967	0.113	0.147	0.667	0.967	dsDNAphage	6461	1	14.3	0
Contig128319398||full	0.68	0.053	0.033	0.007	0.68	dsDNAphage	6461	0	20	6.7
Contig15724989||full	0.38	0.607	0.007	0.5	0.607	NCLDV	6460	0	25	0
Contig77995294||full	0.467	0.367	0.267	0.72	0.72	lavidaviridae	6459	0	28.6	0
Contig69837478||full	0.607	0.54	0.153	0.773	0.773	lavidaviridae	6458	0	22.2	0
Contig88635267||full	0.947	0.14	0.16	0.007	0.947	dsDNAphage	6457	0	7.1	0
Contig98472176||full	0.853	0.867	0.26	0.993	0.993	lavidaviridae	6457	0	28.6	0
Contig128334811||full	0.947	0.14	0.647	0.16	0.947	dsDNAphage	6457	0	25	0
Contig47131837||full	0.613	0.087	0.487	0.707	0.707	lavidaviridae	6456	0	57.1	0
Contig119669876||full	0.98	0.213	0.287	0.36	0.98	dsDNAphage	6455	2	77.8	0
Contig120553934||full	0.073	0.7	0	0.387	0.7	NCLDV	6454	0	25	0
Contig15721360||full	0.793	0.147	0.107	0.087	0.793	dsDNAphage	6453	0	8.3	0
Contig47859195||full	0.633	0.313	0.687	0.413	0.687	ssDNA	6453	0	42.9	0
Contig92077040||full	0.853	0.24	0.54	0.38	0.853	dsDNAphage	6453	0	44.4	0
Contig116000746||full	0.887	0.68	0.42	0.587	0.887	dsDNAphage	6453	0	9.1	0
Contig125031909||full	0.813	0.18	0.233	0.613	0.813	dsDNAphage	6453	0	14.3	0
Contig143066554||full	0.987	0.767	0.12	0.02	0.987	dsDNAphage	6453	0	18.8	6.2
Contig49338909||full	0.667	0.387	0.107	0.327	0.667	dsDNAphage	6451	0	44.4	0
Contig134851952||full	1	0.433	0.48	0.207	1	dsDNAphage	6451	1	22.2	0
Contig94739180||full	0.333	0.68	0.053	0.093	0.68	NCLDV	6450	0	25	0
Contig155116462||full	0.68	0.7	0.62	0.86	0.86	lavidaviridae	6450	0	66.7	0
Contig72920665||full	0.467	0.833	0.367	0.96	0.96	lavidaviridae	6449	0	33.3	0
Contig86557321||full	0.58	0.547	0.093	0.673	0.673	lavidaviridae	6449	0	44.4	0
Contig136567007||full	0.94	0.207	0.007	0.033	0.94	dsDNAphage	6449	3	62.5	37.5
Contig100887188||full	0.993	0.28	0.593	0.367	0.993	dsDNAphage	6448	1	22.2	0
Contig21367447||full	0.253	0.26	0.127	0.68	0.68	lavidaviridae	6447	0	50	0
Contig77623691||full	0.02	0.733	0	0.013	0.733	NCLDV	6447	0	25	0
Contig156567359||full	0.913	0.44	0.093	0.293	0.913	dsDNAphage	6446	0	50	0
Contig72162266||full	0.02	0.633	0	0.04	0.633	NCLDV	6445	0	50	0
Contig101702016||full	0.087	0.593	0.013	0.607	0.607	lavidaviridae	6444	0	20	0
Contig152286423||full	0.507	0.407	0.227	0.88	0.88	lavidaviridae	6443	0	60	0
Contig103669866||full	0.827	0.167	0.147	0.673	0.827	dsDNAphage	6442	0	14.3	0
Contig110225363||full	0.16	0.873	0.067	0.24	0.873	NCLDV	6442	0	33.3	0
Contig147468559||full	0.427	0.613	0.007	0.493	0.613	NCLDV	6442	0	16.7	0
Contig112928577||full	0.267	0.64	0.033	0.16	0.64	NCLDV	6440	0	12.5	0
Contig12939876||full	0.447	0.9	0.327	0.893	0.9	NCLDV	6439	0	14.3	0
Contig58558967||full	1	0.327	0.227	0.247	1	dsDNAphage	6439	4	85.7	0
Contig89658746||full	0.5	0.987	0.34	0.82	0.987	NCLDV	6439	0	66.7	0
Contig139397533||full	0.827	0.373	0.12	0.52	0.827	dsDNAphage	6438	0	25	0
Contig48321061||full	0.907	0.44	0.807	0.98	0.98	lavidaviridae	6436	0	66.7	0
Contig54375648||full	0.24	0.373	0.007	0.66	0.66	lavidaviridae	6435	0	28.6	14.3
Contig55930159||full	0.693	0.387	0.76	0.64	0.76	ssDNA	6434	0	50	0
Contig151803443||full	0.087	0.627	0	0	0.627	NCLDV	6433	0	16.7	0
Contig58474594||full	0.993	0.087	0.087	0.04	0.993	dsDNAphage	6430	1	25	6.2
Contig73722525||full	0.767	0.353	0.027	0.087	0.767	dsDNAphage	6430	0	22.2	0
Contig143984723||full	0.133	0.873	0	0.44	0.873	NCLDV	6430	0	20	0
Contig94001383||full	0.827	0.827	0.807	0.193	0.827	dsDNAphage	6429	0	28.6	0
Contig135845622||full	1	0.133	0.02	0.1	1	dsDNAphage	6429	2	63.6	9.1
Contig23847991||full	0.013	0.633	0.007	0.067	0.633	NCLDV	6428	0	20	0
Contig29924175||full	0.7	0.74	0.033	0.18	0.74	NCLDV	6427	0	33.3	0
Contig30692167||full	0.167	0.62	0.007	0.1	0.62	NCLDV	6427	0	33.3	16.7
Contig105776992||full	0.533	0.9	0.087	0.553	0.9	NCLDV	6427	0	37.5	0
Contig118685452||full	1	0.4	0.413	0.18	1	dsDNAphage	6426	2	45.5	0
Contig148929615||full	0.787	0.073	0.2	0.293	0.787	dsDNAphage	6426	0	16.7	0
Contig100378288||full	1	0.087	0.147	0.12	1	dsDNAphage	6425	1	16.7	0
Contig142783763||full	0.993	0.647	0.727	0.2	0.993	dsDNAphage	6424	0	28.6	0
Contig137569987||full	1	0.307	0.12	0.22	1	dsDNAphage	6423	2	41.7	0
Contig22644564||full	0.027	0.673	0	0.04	0.673	NCLDV	6422	0	16.7	0
Contig31834697||full	0.287	0.8	0.04	0.113	0.8	NCLDV	6422	0	20	0
Contig120494232||full	1	0.373	0.847	0.193	1	dsDNAphage	6422	0	37.5	0
Contig137256944||full	0.993	0.153	0.52	0.6	0.993	dsDNAphage	6422	1	54.5	0
Contig148016616||full	0.153	0.507	0	0.027	0.507	NCLDV	6422	0	28.6	0
Contig34971452||full	0.047	0.687	0	0	0.687	NCLDV	6421	0	14.3	0
Contig109564250||full	0.933	0.5	0.26	0.193	0.933	dsDNAphage	6421	0	27.8	0
Contig4513323||full	0.133	0.673	0.033	0.153	0.673	NCLDV	6420	0	16.7	0
Contig86020949||full	0.987	0.253	0.627	0.747	0.987	dsDNAphage	6419	2	20	0
Contig119617904||full	1	0.04	0.073	0.087	1	dsDNAphage	6419	1	7.1	0
Contig130131542||full	0.987	0.36	0.64	0.16	0.987	dsDNAphage	6419	2	50	0
Contig150955520||full	0.88	0.227	0.16	0.047	0.88	dsDNAphage	6419	0	18.2	0
Contig388967||full	0.533	0.8	0.533	0.787	0.8	NCLDV	6418	0	18.2	0
Contig70450737||full	0.74	0.66	0.053	0.387	0.74	dsDNAphage	6418	0	30	0
Contig72697328||full	0.72	0.247	0.053	0.86	0.86	lavidaviridae	6418	0	36.4	9.1
Contig115310758||full	1	0.773	0.22	0.333	1	dsDNAphage	6418	2	57.1	0
Contig120787348||full	0.847	0.26	0.067	0.473	0.847	dsDNAphage	6418	0	50	0
Contig136431680||full	0.693	0.207	0.053	0.253	0.693	dsDNAphage	6418	0	23.1	7.7
Contig154582875||full	0.5	0.473	0.14	0.24	0.5	dsDNAphage	6418	0	71.4	14.3
Contig6067646||full	0.833	0.547	0.233	0.38	0.833	dsDNAphage	6416	0	20	0
Contig91949979||full	0.88	0.02	0.02	0	0.88	dsDNAphage	6416	0	13.3	6.7
Contig81692496||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	6416	1	50	0
Contig116737327||full	0.047	0.567	0	0	0.567	NCLDV	6415	0	20	0
Contig148800419||full	0.1	0.567	0.173	0.407	0.567	NCLDV	6415	0	33.3	0
Contig98670477||full	0.913	0.287	0.113	0.713	0.913	dsDNAphage	6414	2	40	0
Contig146023310||full	0.94	0.093	0.073	0.087	0.94	dsDNAphage	6414	0	41.2	5.9
Contig63579214||full	0.547	0.973	0.8	1	1	lavidaviridae	6410	0	42.9	0
Contig151203100||full	0.993	0.72	0.653	0.827	0.993	dsDNAphage	6409	0	43.8	0
Contig90173111||full	0.48	0.667	0.6	0.767	0.767	lavidaviridae	6408	0	50	0
Contig54963766||full	0.92	0.34	0.167	0.353	0.92	dsDNAphage	6407	0	40	0
Contig134925981||full	0.153	0.733	0	0	0.733	NCLDV	6407	0	33.3	0
Contig131772199||full	1	0.447	0.467	0.147	1	dsDNAphage	6406	1	16.7	0
Contig24377078||full	0.853	0.433	0.86	0.82	0.86	ssDNA	6405	0	57.1	0
Contig104028366||full	0.933	0.167	0.173	0.1	0.933	dsDNAphage	6405	0	13.3	0
Contig154201697||full	0.287	0.78	0.007	0.48	0.78	NCLDV	6405	1	16.7	0
Contig123736873||full	0.48	0.88	0.013	0.493	0.88	NCLDV	6404	0	14.3	0
Contig40443464||full	0.88	0.393	0.08	0.153	0.88	dsDNAphage	6403	0	28.6	7.1
Contig79918050||full	0.94	0.133	0.447	0.34	0.94	dsDNAphage	6403	1	100	0
Contig55918528||full	0.967	0.013	0.147	0.027	0.967	dsDNAphage	6402	0	15.8	5.3
Contig30558852||full	0.1	0.027	0.007	0.693	0.693	lavidaviridae	6401	0	20	0
Contig124707434||full	0.787	0.02	0.053	0.013	0.787	dsDNAphage	6401	0	17.6	11.8
Contig134267502||full	0.007	0.533	0	0.067	0.533	NCLDV	6401	0	20	0
Contig33490779||full	1	0.267	0.467	0.66	1	dsDNAphage	6400	3	100	0
Contig128815174||full	0.993	0.267	0.587	0.087	0.993	dsDNAphage	6400	0	23.5	0
Contig141343125||full	0.98	0.56	0.34	0.06	0.98	dsDNAphage	6400	0	7.1	0
Contig121838569||full	0.887	0.493	0.627	0.62	0.887	dsDNAphage	6399	0	44.4	0
Contig136310372||full	0.88	0.307	0.187	0.473	0.88	dsDNAphage	6399	0	40	0
Contig66626205||full	1	0.56	0.413	0.36	1	dsDNAphage	6398	2	50	0
Contig128645042||full	0.64	0.66	0.553	0.967	0.967	lavidaviridae	6398	0	40	0
Contig45399870||full	0.947	0.26	0.22	0.06	0.947	dsDNAphage	6397	0	5.9	0
Contig53157899||full	0.353	0.073	0.027	0.833	0.833	lavidaviridae	6397	0	28.6	0
Contig80938839||full	0.08	0.567	0.007	0.053	0.567	NCLDV	6397	0	28.6	0
Contig153305383||full	0.973	0.12	0.407	0.627	0.973	dsDNAphage	6397	0	45.5	0
Contig71696097||full	0.133	0.52	0	0.187	0.52	NCLDV	6395	0	14.3	0
Contig74337830||full	0.953	0.147	0.187	0.047	0.953	dsDNAphage	6394	0	33.3	0
Contig78314800||full	1	0.113	0.773	0.307	1	dsDNAphage	6393	1	25	0
Contig110970436||full	1	0.2	0.26	0.3	1	dsDNAphage	6393	1	30	0
Contig81390304||full	0.447	0.567	0.013	0.013	0.567	NCLDV	6392	0	16.7	0
Contig106890187||full	1	0.847	0.66	0.627	1	dsDNAphage	6392	2	33.3	0
Contig142783762||full	0.68	0	0.067	0	0.68	dsDNAphage	6392	0	18.2	9.1
Contig9022613||full	0.3	0.66	0.02	0.153	0.66	NCLDV	6391	0	16.7	0
Contig118000946||full	0.973	0.887	0.307	0.913	0.973	dsDNAphage	6391	1	22.2	0
Contig146871427||full	0.913	0.14	0.287	0.18	0.913	dsDNAphage	6391	0	22.2	0
Contig27695685||full	0.14	0.987	0.013	0.42	0.987	NCLDV	6390	0	12.5	0
Contig45916793||full	0.64	0.02	0	0.02	0.64	dsDNAphage	6390	0	30	20
Contig77709637||full	1	0.193	0.473	0.893	1	dsDNAphage	6390	1	44.4	0
Contig118286099||full	0.987	0.827	0.46	0.613	0.987	dsDNAphage	6390	2	41.7	0
Contig119449243||full	0.78	0.22	0.227	0.78	0.78	dsDNAphage	6389	0	28.6	0
Contig152895293||full	0.96	0.18	0.527	0.127	0.96	dsDNAphage	6388	0	12.5	0
Contig94634685||full	0.953	0.5	0.853	0.9	0.953	dsDNAphage	6387	1	50	0
Contig27128101||full	0.953	0.227	0.46	0.08	0.953	dsDNAphage	6386	0	11.1	0
Contig144074557||full	0.927	0.333	0.133	0.333	0.927	dsDNAphage	6386	0	11.1	0
Contig34373558||full	0.973	0.327	0.067	0.073	0.973	dsDNAphage	6385	2	36.4	0
Contig102435349||full	0.167	0.84	0.093	0.227	0.84	NCLDV	6385	0	20	0
Contig148355494||full	0.987	0.393	0.293	0.127	0.987	dsDNAphage	6384	0	21.4	0
Contig154606551||full	0.247	0.58	0.033	0.1	0.58	NCLDV	6384	0	12.5	0
Contig46976878||full	0.773	0.12	0.087	0.113	0.773	dsDNAphage	6383	0	11.1	5.6
Contig55208038||full	0.747	0.787	0.427	0.76	0.787	NCLDV	6383	0	30.8	0
Contig99319324||full	0.393	0.8	0	0.147	0.8	NCLDV	6383	0	22.2	11.1
Contig103570094||full	0.973	0.733	0.22	0.08	0.973	dsDNAphage	6382	0	15.8	0
Contig47170689||full	0.8	0.407	0.107	0.273	0.8	dsDNAphage	6381	1	57.1	0
Contig106826224||full	0.787	0.213	0	0.087	0.787	dsDNAphage	6381	1	33.3	16.7
