gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
Contig137771518||full_2	Contig137771518||full							3	MKF
Contig137788827||full_10	Contig137788827||full							3	MKF
Contig137886882||full_3	Contig137886882||full							3	MKF
Contig137929483||full_3	Contig137929483||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	3	MF
Contig137941709||full_3	Contig137941709||full							3	MKF
Contig138041035||full_8	Contig138041035||full							2	MKF
Contig138041035||full_9	Contig138041035||full							2	MK
Contig138045698||full_4	Contig138045698||full	K00765	ATP phosphoribosyltransferase [EC:2.4.2.17] [RN:R01071]	Organic Nitrogen	Amino Acid		Histidine biosynthesis, PRPP => histidine	3	MF
Contig138076114||full_5	Contig138076114||full							3	MKF
Contig138167826||full_4	Contig138167826||full	K00406	ccoP; cb-type cytochrome c oxidase subunit III	Energy	Oxygen		Cytochrome c oxidase, cbb3-type	1	MKF
Contig138168906||full_38	Contig138168906||full							2	MKE
Contig138168906||full_51	Contig138168906||full							1	MK
Contig138216706||full_4	Contig138216706||full	PL1	PL1 pectate lyase (EC 4.2.2.2); exo-pectate lyase (EC 4.2.2.9); pectin lyase (EC 4.2.2.10).	carbon utilization	CAZY	Pectin Backbone Cleavage	Polysaccharide Lyases	1	MF
Contig138290121||full_18	Contig138290121||full	C93	Catlytic type: Cysteine; member is LapG peptidase (Pseudomonas fluorescens)	Organic Nitrogen	Peptidase		LapG peptidase	2	M
Contig138296771||full_3	Contig138296771||full							3	MKF
Contig138363403||full_91	Contig138363403||full							1	MK
Contig138363403||full_94	Contig138363403||full							1	MK
Contig138381649||full_12	Contig138381649||full							2	MKT
Contig138473490||full_33	Contig138473490||full							3	MK
Contig138571253||full_5	Contig138571253||full	K00560	thymidylate synthase [EC:2.1.1.45] [RN:R02101]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MF
Contig138760816||full_15	Contig138760816||full							2	MKF
Contig138779310||full_2	Contig138779310||full							3	MKF
Contig138822120||full_9	Contig138822120||full							3	MKF
Contig138852691||full_2	Contig138852691||full							3	MKF
Contig138901674||full_3	Contig138901674||full							3	MKF
Contig139023693||full_5	Contig139023693||full	K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein	Transporters			ABC-2 type transport system	3	MF
Contig139035768||full_4	Contig139035768||full	K00798	MMAB, pduO; cob(I)alamin adenosyltransferase [EC:2.5.1.17]	MISC	ADO-CBL synthesis		Cobalamin biosynthesis, cobinamide => cobalamin	3	MKF
Contig139035768||full_4	Contig139035768||full	K00798	MMAB, pduO; cob(I)alamin adenosyltransferase [EC:2.5.1.17]	MISC	ADO-CBL synthesis		Cobalamin biosynthesis, cobinamide => cobalamin	3	MKF
Contig139072407||full_7	Contig139072407||full	K00762	orotate phosphoribosyltransferase [EC:2.4.2.10] [RN:R01870]	MISC	Information systems	Nucleotide	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	3	MKF
Contig139109061||full_4	Contig139109061||full							2	MKF
Contig139109061||full_14	Contig139109061||full							1	MK
Contig139207617||full_2	Contig139207617||full	K01555	fumarylacetoacetase [EC:3.7.1.2] [RN:R01364]	Organic Nitrogen	Amino Acid		Tyrosine degradation, tyrosine => homogentisate	3	MKF
Contig139483247||full_6	Contig139483247||full							3	MK
Contig13963798||full_5	Contig13963798||full							3	MKF
Contig139722077||full_5	Contig139722077||full	K02956	small subunit ribosomal protein S15	MISC	Information systems		Ribosome, bacteria	2	MTF
Contig139722077||full_5	Contig139722077||full	K02956	small subunit ribosomal protein S15	MISC	Information systems		Ribosome, archaea	2	MTF
Contig139740701||full_2	Contig139740701||full							3	MKF
Contig139899753||full_310	Contig139899753||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	MT
Contig139899753||full_316	Contig139899753||full	K00088	IMP dehydrogenase [EC:1.1.1.205] [RN:R01130]	MISC	Information systems	Nucleotide	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	1	MT
Contig139899753||full_335	Contig139899753||full	M24A	Catlytic type: Metallo; cleave the Met-Xaa (where Xaa is any amino acid) bond in the removal of the initiating N-terminal methionine from newly synthesized proteins; essential for the removal of the initiating methionine of many proteins, acting co-translationally in association with the ribosomes	Organic Nitrogen	Peptidase		Exopeptidases that require co-catalytic ions of cobalt or manganese	1	MT
Contig139899753||full_338	Contig139899753||full							1	MKT
Contig139899753||full_355	Contig139899753||full							1	MKT
Contig139899753||full_395	Contig139899753||full							1	MKT
Contig139899753||full_404	Contig139899753||full							1	MKT
Contig139899753||full_487	Contig139899753||full	K02970	small subunit ribosomal protein S21	MISC	Information systems		Ribosome, bacteria	1	MT
Contig139899753||full_512	Contig139899753||full							1	MKT
Contig139899753||full_529	Contig139899753||full							1	MKT
Contig139899753||full_536	Contig139899753||full							1	MKT
Contig139899753||full_648	Contig139899753||full	S51	Catlytic type: Serine; hydrolyses Asp-Xaa dipeptides in which Xaa is not Glu, Asn or Gln; nutritional function in bacteria	Organic Nitrogen	Peptidase		Exopeptidases that hydrolyse alpha-aspartyl bonds	1	MT
Contig139899753||full_664	Contig139899753||full							1	MKT
Contig139899753||full_763	Contig139899753||full	K01885	glutamyl-tRNA synthetase [EC:6.1.1.17] [RN:R05578]	MISC	Antibiotic Resistance		Siroheme biosynthesis, glutamate => siroheme	2	MKT
Contig139899753||full_763	Contig139899753||full	K01885	EARS; glutamyl-tRNA synthetase [EC:6.1.1.17]	MISC	Information systems		Aminoacyl-tRNA biosynthesis, eukaryotes	2	MKT
Contig139899753||full_768	Contig139899753||full							2	MKT
Contig139991408||full_27	Contig139991408||full							2	MK
Contig139997509||full_129	Contig139997509||full							1	MKF
Contig140003689||full_19	Contig140003689||full							2	MK
Contig140003689||full_22	Contig140003689||full							2	MK
Contig140003689||full_27	Contig140003689||full							2	MK
Contig140003689||full_108	Contig140003689||full							1	MK
Contig140003689||full_115	Contig140003689||full							1	MK
Contig140015843||full_12	Contig140015843||full							2	MK
Contig140015843||full_27	Contig140015843||full							2	MK
Contig140015843||full_31	Contig140015843||full	K01190	beta-galactosidase	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	lactose degradation	Galactose metabolism	2	MK
Contig140015843||full_32	Contig140015843||full							2	MK
Contig140015843||full_34	Contig140015843||full	I39	interact with endopeptidases regardless of catalytic type	Organic Nitrogen	Peptidase		Mammalian alpha-macroglobulin and other large homologous proteins that interact with endopeptidases regardless of catalytic type	2	M
Contig140015843||full_40	Contig140015843||full	M36	Catlytic type: Metallo; hydrolyses laminins, elastin and collagen, with a preference for cleavage on the amino side of hydrophobic residues with bulky side-chains; a member is funalysin	Organic Nitrogen	Peptidase		Endopeptidases	2	M
Contig140114798||full_5	Contig140114798||full							3	MKF
Contig140122568||full_2	Contig140122568||full	K01591	orotidine-5'-phosphate decarboxylase [EC:4.1.1.23] [RN:R00965]	MISC	Information systems	Nucleotide	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	3	MF
Contig14017770||full_5	Contig14017770||full							3	MKF
Contig140212024||full_18	Contig140212024||full	A28A	Catlytic type: Aspartic; No peptidase activity has been shown for any member of the family	Organic Nitrogen	Peptidase		No peptidase activity has been shown for any member of the family	2	M
Contig140212024||full_20	Contig140212024||full	K01714	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7] [RN:R10147]	Organic Nitrogen	Amino Acid		Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	2	MK
Contig140212024||full_20	Contig140212024||full	K01714	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7] [RN:R10147]	Organic Nitrogen	Amino Acid		Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	2	MK
Contig140212024||full_20	Contig140212024||full	K01714	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7] [RN:R10147]	Organic Nitrogen	Amino Acid		Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	2	MK
Contig140212024||full_20	Contig140212024||full	K01714	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7] [RN:R10147]	Organic Nitrogen	Amino Acid		Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	2	MK
Contig140212024||full_21	Contig140212024||full							2	MK
Contig140212024||full_26	Contig140212024||full							1	MK
Contig140212024||full_27	Contig140212024||full	K00058	D-3-phosphoglycerate dehydrogenase [EC:1.1.1.95] [RN:R01513]	Organic Nitrogen	Amino Acid		Serine biosynthesis, glycerate-3P => serine	1	MK
Contig140212024||full_31	Contig140212024||full							2	MK
Contig140328721||full_80	Contig140328721||full							2	MK
Contig140537180||full_33	Contig140537180||full							1	MK
Contig140537180||full_37	Contig140537180||full							1	MK
Contig140641469||full_5	Contig140641469||full							3	MKF
Contig140648026||full_3	Contig140648026||full							3	MKF
Contig140794512||full_11	Contig140794512||full							2	MK
Contig140794512||full_20	Contig140794512||full							2	MK
Contig140794512||full_103	Contig140794512||full	K00016	L-lactate dehydrogenase	carbon utilization	pyruvate metabolism		fermentation-	2	M
Contig140794512||full_106	Contig140794512||full	K02913	large subunit ribosomal protein L33	MISC	Information systems		Ribosome, bacteria	2	M
Contig140794512||full_108	Contig140794512||full							2	MK
Contig140855979||full_12	Contig140855979||full							3	MKF
Contig140862003||full_28	Contig140862003||full							3	MKF
Contig140887193||full_2	Contig140887193||full							3	MKF
Contig140955187||full_7	Contig140955187||full							2	MK
Contig140955187||full_8	Contig140955187||full							2	MK
Contig140955187||full_14	Contig140955187||full							2	MK
Contig140955187||full_15	Contig140955187||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	2	M
Contig140955187||full_17	Contig140955187||full							2	MK
Contig141070816||full_8	Contig141070816||full							3	MKF
Contig141070816||full_9	Contig141070816||full							3	MKF
Contig141070816||full_11	Contig141070816||full							3	MK
Contig141168868||full_6	Contig141168868||full	K01733	threonine synthase [EC:4.2.3.1] [RN:R01466]	Organic Nitrogen	Amino Acid		Threonine biosynthesis, aspartate => homoserine => threonine	1	MKF
Contig141168901||full_3	Contig141168901||full							3	MKF
Contig141340664||full_14	Contig141340664||full	K00762	orotate phosphoribosyltransferase [EC:2.4.2.10] [RN:R01870]	MISC	Information systems	Nucleotide	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	2	MK
Contig141463456||full_2	Contig141463456||full	K09882	cobS; cobaltochelatase CobS [EC:6.6.1.2]	MISC	aerobic corrin ring synthesis		Cobalamin biosynthesis, precorrin2 => cobinamide	3	MF
Contig141463457||full_2	Contig141463457||full							3	MKF
Contig141463463||full_3	Contig141463463||full							3	MKF
Contig14147263||full_14	Contig14147263||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
Contig141481751||full_4	Contig141481751||full							2	MKF
Contig141481751||full_5	Contig141481751||full							2	MKF
Contig141727019||full_3	Contig141727019||full							3	MKF
Contig141727019||full_4	Contig141727019||full							3	MKF
Contig141739421||full_2	Contig141739421||full	K00088	IMP dehydrogenase [EC:1.1.1.205] [RN:R01130]	MISC	Information systems	Nucleotide	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	3	MF
Contig141739422||full_4	Contig141739422||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MF
Contig141813422||full_15	Contig141813422||full	K02970	small subunit ribosomal protein S21	MISC	Information systems		Ribosome, bacteria	3	MF
Contig141813423||full_21	Contig141813423||full							3	MK
Contig141813424||full_37	Contig141813424||full	K00762	orotate phosphoribosyltransferase [EC:2.4.2.10] [RN:R01870]	MISC	Information systems	Nucleotide	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	3	MK
Contig141813424||full_74	Contig141813424||full	K01939	adenylosuccinate synthase [EC:6.3.4.4] [RN:R01135]	MISC	Information systems	Nucleotide	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	3	M
Contig141813424||full_125	Contig141813424||full	S51	Catlytic type: Serine; hydrolyses Asp-Xaa dipeptides in which Xaa is not Glu, Asn or Gln; nutritional function in bacteria	Organic Nitrogen	Peptidase		Exopeptidases that hydrolyse alpha-aspartyl bonds	3	M
Contig141813424||full_142	Contig141813424||full							3	MK
Contig141813424||full_167	Contig141813424||full	K02935	large subunit ribosomal protein L7/L12	MISC	Information systems		Ribosome, bacteria	3	MF
Contig141827940||full_26	Contig141827940||full							1	MK
Contig141917574||full_7	Contig141917574||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MF
Contig142040365||full_11	Contig142040365||full							3	MK
Contig142041253||full_4	Contig142041253||full							3	MKF
Contig142181785||full_4	Contig142181785||full							3	MKF
Contig142187920||full_5	Contig142187920||full	K00963	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9] [RN:R00289]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, glucose => UDP-glucose	3	MF
Contig142187920||full_5	Contig142187920||full	K00963	UGP2; Glc-1P -> UDP-Glc [EC:2.7.7.9]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MF
Contig142237043||full_3	Contig142237043||full							3	MKF
Contig142298510||full_26	Contig142298510||full	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
Contig142323018||full_4	Contig142323018||full							3	MKF
Contig142492740||full_22	Contig142492740||full							1	MK
Contig142492740||full_96	Contig142492740||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	M
Contig142492740||full_97	Contig142492740||full							1	MK
Contig142492740||full_111	Contig142492740||full							1	MK
Contig142520073||full_3	Contig142520073||full							3	MKF
Contig142538365||full_3	Contig142538365||full							3	MKF
Contig142538365||full_6	Contig142538365||full	K01784	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MKF
Contig142538365||full_6	Contig142538365||full	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	carbon utilization	central carbon	glycolysis	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	3	MKF
Contig142538365||full_6	Contig142538365||full	K01784	UDP-glucose 4-epimerase	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	galactose degradation	Galactose metabolism	3	MKF
Contig142746813||full_57	Contig142746813||full							2	MKF
Contig142826713||full_9	Contig142826713||full							2	MK
Contig142826713||full_13	Contig142826713||full							2	MKF
Contig142931416||full_7	Contig142931416||full							3	MKF
Contig142949947||full_284	Contig142949947||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	MT
Contig142949947||full_288	Contig142949947||full							1	MKT
Contig142949947||full_451	Contig142949947||full	K01494	dCTP deaminase [EC:3.5.4.13] [RN:R02325]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	MT
Contig142949947||full_456	Contig142949947||full	K00943	dTMP kinase [EC:2.7.4.9] [RN:R02094]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	MT
Contig143011422||full_4	Contig143011422||full							2	MKF
Contig143017491||full_7	Contig143017491||full							2	MK
Contig143017491||full_8	Contig143017491||full							2	MK
Contig143017491||full_19	Contig143017491||full							2	MK
Contig143017493||full_38	Contig143017493||full							1	MKE
